request_id,study_id,provider,model,prompt_id,prompt_group,prompt_text,replicate
storytelling_2:openai:P03_write_variant:r0042,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,42
storytelling_2:anthropic:P05_strange_variant:r0042,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,42
storytelling_2:gemini:P05_strange_variant:r0042,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,42
storytelling_2:openai:P05_strange_variant:r0042,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,42
storytelling_2:openai:P01_baseline_exact:r0043,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,43
storytelling_2:anthropic:P01_baseline_exact:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,43
storytelling_2:gemini:P01_baseline_exact:r0043,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,43
storytelling_2:openai:P05_strange_variant:r0043,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,43
storytelling_2:gemini:P05_strange_variant:r0043,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,43
storytelling_2:anthropic:P05_strange_variant:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,43
storytelling_2:gemini:P04_short_variant:r0043,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,43
storytelling_2:openai:P04_short_variant:r0043,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,43
storytelling_2:anthropic:P04_short_variant:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,43
storytelling_2:gemini:P03_write_variant:r0043,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,43
storytelling_2:openai:P03_write_variant:r0043,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,43
storytelling_2:anthropic:P03_write_variant:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,43
storytelling_2:openai:P08_suppression:r0043,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",43
storytelling_2:gemini:P08_suppression:r0043,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",43
storytelling_2:anthropic:P08_suppression:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",43
storytelling_2:openai:P07_random_setting_genre:r0043,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,43
storytelling_2:anthropic:P07_random_setting_genre:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,43
storytelling_2:gemini:P07_random_setting_genre:r0043,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,43
storytelling_2:gemini:P06_funny_variant:r0043,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,43
storytelling_2:openai:P06_funny_variant:r0043,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,43
storytelling_2:anthropic:P06_funny_variant:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,43
storytelling_2:gemini:P02_baseline_no_please:r0043,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,43
storytelling_2:openai:P02_baseline_no_please:r0043,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,43
storytelling_2:anthropic:P02_baseline_no_please:r0043,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,43
storytelling_2:openai:P01_baseline_exact:r0044,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,44
storytelling_2:gemini:P01_baseline_exact:r0044,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,44
storytelling_2:anthropic:P01_baseline_exact:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,44
storytelling_2:openai:P06_funny_variant:r0044,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,44
storytelling_2:gemini:P06_funny_variant:r0044,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,44
storytelling_2:anthropic:P06_funny_variant:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,44
storytelling_2:anthropic:P04_short_variant:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,44
storytelling_2:gemini:P04_short_variant:r0044,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,44
storytelling_2:openai:P04_short_variant:r0044,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,44
storytelling_2:anthropic:P02_baseline_no_please:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,44
storytelling_2:gemini:P02_baseline_no_please:r0044,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,44
storytelling_2:openai:P02_baseline_no_please:r0044,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,44
storytelling_2:gemini:P05_strange_variant:r0044,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,44
storytelling_2:anthropic:P05_strange_variant:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,44
storytelling_2:openai:P05_strange_variant:r0044,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,44
storytelling_2:openai:P08_suppression:r0044,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",44
storytelling_2:anthropic:P08_suppression:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",44
storytelling_2:gemini:P08_suppression:r0044,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",44
storytelling_2:gemini:P07_random_setting_genre:r0044,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,44
storytelling_2:anthropic:P07_random_setting_genre:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,44
storytelling_2:openai:P07_random_setting_genre:r0044,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,44
storytelling_2:openai:P03_write_variant:r0044,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,44
storytelling_2:gemini:P03_write_variant:r0044,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,44
storytelling_2:anthropic:P03_write_variant:r0044,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,44
storytelling_2:gemini:P01_baseline_exact:r0045,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,45
storytelling_2:openai:P01_baseline_exact:r0045,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,45
storytelling_2:anthropic:P01_baseline_exact:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,45
storytelling_2:openai:P04_short_variant:r0045,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,45
storytelling_2:gemini:P04_short_variant:r0045,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,45
storytelling_2:anthropic:P04_short_variant:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,45
storytelling_2:openai:P08_suppression:r0045,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",45
storytelling_2:gemini:P08_suppression:r0045,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",45
storytelling_2:anthropic:P08_suppression:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",45
storytelling_2:gemini:P06_funny_variant:r0045,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,45
storytelling_2:anthropic:P06_funny_variant:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,45
storytelling_2:openai:P06_funny_variant:r0045,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,45
storytelling_2:anthropic:P07_random_setting_genre:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,45
storytelling_2:openai:P07_random_setting_genre:r0045,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,45
storytelling_2:gemini:P07_random_setting_genre:r0045,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,45
storytelling_2:gemini:P03_write_variant:r0045,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,45
storytelling_2:openai:P03_write_variant:r0045,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,45
storytelling_2:anthropic:P03_write_variant:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,45
storytelling_2:gemini:P05_strange_variant:r0045,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,45
storytelling_2:anthropic:P05_strange_variant:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,45
storytelling_2:openai:P05_strange_variant:r0045,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,45
storytelling_2:anthropic:P02_baseline_no_please:r0045,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,45
storytelling_2:gemini:P02_baseline_no_please:r0045,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,45
storytelling_2:openai:P02_baseline_no_please:r0045,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,45
storytelling_2:anthropic:P01_baseline_exact:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,46
storytelling_2:gemini:P01_baseline_exact:r0046,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,46
storytelling_2:openai:P01_baseline_exact:r0046,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,46
storytelling_2:gemini:P06_funny_variant:r0046,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,46
storytelling_2:openai:P06_funny_variant:r0046,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,46
storytelling_2:anthropic:P06_funny_variant:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,46
storytelling_2:gemini:P07_random_setting_genre:r0046,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,46
storytelling_2:anthropic:P07_random_setting_genre:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,46
storytelling_2:openai:P07_random_setting_genre:r0046,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,46
storytelling_2:openai:P08_suppression:r0046,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",46
storytelling_2:anthropic:P08_suppression:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",46
storytelling_2:gemini:P08_suppression:r0046,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",46
storytelling_2:anthropic:P05_strange_variant:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,46
storytelling_2:gemini:P05_strange_variant:r0046,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,46
storytelling_2:openai:P05_strange_variant:r0046,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,46
storytelling_2:gemini:P03_write_variant:r0046,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,46
storytelling_2:openai:P03_write_variant:r0046,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,46
storytelling_2:anthropic:P03_write_variant:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,46
storytelling_2:anthropic:P02_baseline_no_please:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,46
storytelling_2:openai:P02_baseline_no_please:r0046,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,46
storytelling_2:gemini:P02_baseline_no_please:r0046,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,46
storytelling_2:anthropic:P04_short_variant:r0046,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,46
storytelling_2:openai:P04_short_variant:r0046,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,46
storytelling_2:gemini:P04_short_variant:r0046,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,46
storytelling_2:gemini:P01_baseline_exact:r0047,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,47
storytelling_2:openai:P01_baseline_exact:r0047,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,47
storytelling_2:anthropic:P01_baseline_exact:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,47
storytelling_2:anthropic:P02_baseline_no_please:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,47
storytelling_2:gemini:P02_baseline_no_please:r0047,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,47
storytelling_2:openai:P02_baseline_no_please:r0047,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,47
storytelling_2:anthropic:P06_funny_variant:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,47
storytelling_2:openai:P06_funny_variant:r0047,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,47
storytelling_2:gemini:P06_funny_variant:r0047,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,47
storytelling_2:anthropic:P07_random_setting_genre:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,47
storytelling_2:openai:P07_random_setting_genre:r0047,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,47
storytelling_2:gemini:P07_random_setting_genre:r0047,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,47
storytelling_2:gemini:P04_short_variant:r0047,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,47
storytelling_2:anthropic:P04_short_variant:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,47
storytelling_2:openai:P04_short_variant:r0047,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,47
storytelling_2:anthropic:P03_write_variant:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,47
storytelling_2:gemini:P03_write_variant:r0047,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,47
storytelling_2:openai:P03_write_variant:r0047,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,47
storytelling_2:gemini:P05_strange_variant:r0047,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,47
storytelling_2:openai:P05_strange_variant:r0047,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,47
storytelling_2:anthropic:P05_strange_variant:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,47
storytelling_2:gemini:P08_suppression:r0047,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",47
storytelling_2:openai:P08_suppression:r0047,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",47
storytelling_2:anthropic:P08_suppression:r0047,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",47
storytelling_2:openai:P01_baseline_exact:r0048,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,48
storytelling_2:anthropic:P01_baseline_exact:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,48
storytelling_2:gemini:P01_baseline_exact:r0048,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,48
storytelling_2:openai:P06_funny_variant:r0048,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,48
storytelling_2:gemini:P06_funny_variant:r0048,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,48
storytelling_2:anthropic:P06_funny_variant:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,48
storytelling_2:gemini:P08_suppression:r0048,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",48
storytelling_2:openai:P08_suppression:r0048,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",48
storytelling_2:anthropic:P08_suppression:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",48
storytelling_2:openai:P05_strange_variant:r0048,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,48
storytelling_2:anthropic:P05_strange_variant:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,48
storytelling_2:gemini:P05_strange_variant:r0048,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,48
storytelling_2:gemini:P02_baseline_no_please:r0048,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,48
storytelling_2:anthropic:P02_baseline_no_please:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,48
storytelling_2:openai:P02_baseline_no_please:r0048,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,48
storytelling_2:anthropic:P03_write_variant:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,48
storytelling_2:openai:P03_write_variant:r0048,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,48
storytelling_2:gemini:P03_write_variant:r0048,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,48
storytelling_2:anthropic:P04_short_variant:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,48
storytelling_2:gemini:P04_short_variant:r0048,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,48
storytelling_2:openai:P04_short_variant:r0048,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,48
storytelling_2:openai:P07_random_setting_genre:r0048,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,48
storytelling_2:gemini:P07_random_setting_genre:r0048,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,48
storytelling_2:anthropic:P07_random_setting_genre:r0048,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,48
storytelling_2:gemini:P01_baseline_exact:r0049,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,49
storytelling_2:anthropic:P01_baseline_exact:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,49
storytelling_2:openai:P01_baseline_exact:r0049,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,49
storytelling_2:gemini:P08_suppression:r0049,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",49
storytelling_2:openai:P08_suppression:r0049,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",49
storytelling_2:anthropic:P08_suppression:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",49
storytelling_2:openai:P04_short_variant:r0049,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,49
storytelling_2:gemini:P04_short_variant:r0049,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,49
storytelling_2:anthropic:P04_short_variant:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,49
storytelling_2:anthropic:P03_write_variant:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,49
storytelling_2:openai:P03_write_variant:r0049,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,49
storytelling_2:gemini:P03_write_variant:r0049,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,49
storytelling_2:anthropic:P02_baseline_no_please:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,49
storytelling_2:openai:P02_baseline_no_please:r0049,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,49
storytelling_2:gemini:P02_baseline_no_please:r0049,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,49
storytelling_2:openai:P06_funny_variant:r0049,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,49
storytelling_2:anthropic:P06_funny_variant:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,49
storytelling_2:gemini:P06_funny_variant:r0049,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,49
storytelling_2:anthropic:P07_random_setting_genre:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,49
storytelling_2:openai:P07_random_setting_genre:r0049,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,49
storytelling_2:gemini:P07_random_setting_genre:r0049,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,49
storytelling_2:gemini:P05_strange_variant:r0049,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,49
storytelling_2:openai:P05_strange_variant:r0049,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,49
storytelling_2:anthropic:P05_strange_variant:r0049,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,49
storytelling_2:anthropic:P01_baseline_exact:r0050,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,50
storytelling_2:openai:P01_baseline_exact:r0050,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,50
storytelling_2:gemini:P01_baseline_exact:r0050,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,50
storytelling_2:gemini:P06_funny_variant:r0050,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,50
storytelling_2:anthropic:P06_funny_variant:r0050,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,50
storytelling_2:openai:P06_funny_variant:r0050,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,50
storytelling_2:gemini:P05_strange_variant:r0050,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,50
storytelling_2:openai:P05_strange_variant:r0050,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,50
storytelling_2:anthropic:P05_strange_variant:r0050,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,50
storytelling_2:openai:P04_short_variant:r0050,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,50
storytelling_2:gemini:P04_short_variant:r0050,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,50
